id,domain,title,status,evidence,notes,source
A-0410,agentic-github,Sumanth077/Hands-On-AI-Engineering/ai_agents/devable_research_agent/lib/score.py,reference,https://github.com/Sumanth077/Hands-On-AI-Engineering,Source: gh-agent-evaluation-criteria,agentic-research
A-0411,agentic-github,swarm-ai-research/swarm/docs/guides/risk-assessment.md,reference,https://github.com/swarm-ai-research/swarm,Source: gh-agent-risk-assessment,agentic-research
A-0412,agentic-github,SWE-agent/SWE-ReX/README.md,reference,https://github.com/SWE-agent/SWE-ReX,Source: gh-swe-bench,agentic-research
A-0413,agentic-github,swkim101/cspapers.org/index2/2025/icml/SafeArena: Evaluating the Safety of Autonomous Web Agents,reference,https://github.com/swkim101/cspapers.org,Source: gh-agent-risk-assessment,agentic-research
A-0414,agentic-github,takaaki-yayoi/mlflow_llmops/ch9/README.md,reference,https://github.com/takaaki-yayoi/mlflow_llmops,Source: gh-mlflow-evaluation,agentic-research
A-0415,agentic-github,TalEliyahu/Awesome-AI-Security/README.md,reference,https://github.com/TalEliyahu/Awesome-AI-Security,Source: gh-promptfoo,agentic-research
A-0416,agentic-github,tanishqkumar/beyond-nanogpt/evals/eval_simpleqa.py,reference,https://github.com/tanishqkumar/beyond-nanogpt,Source: gh-llm-as-judge,agentic-research
A-0417,agentic-github,tanishqkumar/beyond-nanogpt/rag/intro_rag.py,reference,https://github.com/tanishqkumar/beyond-nanogpt,Source: gh-llm-as-judge,agentic-research
A-0418,agentic-github,tapis-project/pods_service/bruno/Stacks/Create stack template tag (phoenix arize).bru,reference,https://github.com/tapis-project/pods_service,Source: gh-phoenix-arize,agentic-research
A-0419,agentic-github,TavroOrg/Agent-BizOps/industry/Utilities/Utilities.md,reference,https://github.com/TavroOrg/Agent-BizOps,Source: gh-agent-risk-assessment,agentic-research
A-0420,agentic-github,taylorsatula/mira-OSS/agents/HOW_TO_BUILD_AN_AGENT.md,reference,https://github.com/taylorsatula/mira-OSS,Source: gh-agent-rubric,agentic-research
A-0421,agentic-github,taylorsatula/mira-OSS/config/prompts/AGENTS.md,reference,https://github.com/taylorsatula/mira-OSS,Source: gh-agent-rubric,agentic-research
A-0422,agentic-github,taylorsatula/mira-OSS/.pi/plans/20260705-234153-agentic-memory-graph-curation.md,reference,https://github.com/taylorsatula/mira-OSS,Source: gh-agent-rubric,agentic-research
A-0423,agentic-github,techwithprateek/rag-evaluator/README.md,reference,https://github.com/techwithprateek/rag-evaluator,Source: gh-ragas-evaluation,agentic-research
A-0424,agentic-github,Tencent/AI-Infra-Guard/skills/aig-agent-redteam/README.md,reference,https://github.com/Tencent/AI-Infra-Guard,Source: gh-agent-red-team,agentic-research
A-0425,agentic-github,terraphim/terraphim-ai/.docs/research-adf-validation.md,reference,https://github.com/terraphim/terraphim-ai,Source: gh-agent-evaluation-criteria,agentic-research
A-0426,agentic-github,testdouble/han/docs/plans/orwell-six-rules/artifacts/implementation-iteration-history.md,reference,https://github.com/testdouble/han,Source: gh-agent-rubric,agentic-research
A-0427,agentic-github,texttron/BrowseComp-Plus/docs/llm_as_judge.md,reference,https://github.com/texttron/BrowseComp-Plus,Source: gh-llm-as-judge,agentic-research
A-0428,agentic-github,thechangelog/transcripts/practicalai/practical-ai-283.md,reference,https://github.com/thechangelog/transcripts,Source: gh-llm-as-judge,agentic-research
A-0429,agentic-github,The-Cyber-Instructor-Community/Cybersecurity-Engineer-Handbook/ai-for-cybersecurity,reference,https://github.com/The-Cyber-Instructor-Community/Cybersecurity-Engineer-Handbook,Source: gh-garak-llm-vulnerability,agentic-research
A-0430,agentic-github,thedivergentai/GD-Agentic-Skills/CHANGELOG.md,reference,https://github.com/thedivergentai/GD-Agentic-Skills,Source: gh-agent-rubric,agentic-research
A-0431,agentic-github,thinkwee/AgentsMeetRL/skills/agents-meet-rl/problems/evaluation/multi-agent-eval.md,reference,https://github.com/thinkwee/AgentsMeetRL,Source: gh-agent-eval-framework,agentic-research
A-0432,agentic-github,thu-coai/AISafetyLab/README.md,reference,https://github.com/thu-coai/AISafetyLab,Source: gh-ai-safety-eval,agentic-research
A-0433,agentic-github,tidalcyber/cyber-threat-profiling/README.md,reference,https://github.com/tidalcyber/cyber-threat-profiling,Source: gh-agent-risk-assessment,agentic-research
A-0434,agentic-github,tigerneil/awesome-deep-rl/Dip.md,reference,https://github.com/tigerneil/awesome-deep-rl,Source: gh-agent-benchmark,agentic-research
A-0435,agentic-github,tmgthb/Autonomous-Agents/README.md,reference,https://github.com/tmgthb/Autonomous-Agents,Source: gh-agent-benchmark,agentic-research
A-0436,agentic-github,tsinghua-fib-lab/AAAI2025_MIA-Tuner/README.md,reference,https://github.com/tsinghua-fib-lab/AAAI2025_MIA-Tuner,Source: gh-deepeval,agentic-research
A-0437,agentic-github,TylrDn/agentic-guardrails-eval/README.md,reference,https://github.com/TylrDn/agentic-guardrails-eval,Source: gh-langsmith-eval,agentic-research
A-0438,agentic-github,TylrDn/llm-finetuning-lab/TASKS.md,reference,https://github.com/TylrDn/llm-finetuning-lab,Source: gh-langsmith-eval,agentic-research
A-0439,agentic-github,urcuqui/WhiteHat/redai/hackthebox/garak/Intro.ipynb,reference,https://github.com/urcuqui/WhiteHat,Source: gh-garak-llm-vulnerability,agentic-research
A-0440,agentic-github,V0lk3n/WirelessPentesting-CheatSheet/README.md,reference,https://github.com/V0lk3n/WirelessPentesting-CheatSheet,Source: gh-pyrit,agentic-research
A-0441,agentic-github,vals-ai/finance-agent/README.md,reference,https://github.com/vals-ai/finance-agent,Source: gh-agent-benchmark,agentic-research
A-0442,agentic-github,vaquarkhan/vaquarkhan/README.md,reference,https://github.com/vaquarkhan/vaquarkhan,Source: gh-agent-benchmark,agentic-research
A-0443,agentic-github,vasilyu1983/AI-Agents-public/frameworks/shared-skills/skills/qa-agent-testing/assets/scoring-sheet.md,reference,https://github.com/vasilyu1983/AI-Agents-public,Source: gh-agent-rubric,agentic-research
A-0444,agentic-github,vitalysim/Awesome-Hacking-Resources/README.md,reference,https://github.com/vitalysim/Awesome-Hacking-Resources,Source: gh-promptfoo,agentic-research
A-0445,agentic-github,vk496/linset/README.md,reference,https://github.com/vk496/linset,Source: gh-pyrit,agentic-research
A-0446,agentic-github,Vodker/wifimosys/README.md,reference,https://github.com/Vodker/wifimosys,Source: gh-pyrit,agentic-research
A-0447,agentic-github,WANGLEVY9/VidForge/docs/MAINTENANCE_BACKLOG.md,reference,https://github.com/WANGLEVY9/VidForge,Source: gh-agent-evaluation-criteria,agentic-research
A-0448,agentic-github,weitianxin/Awesome-Agentic-Reasoning/README.md,reference,https://github.com/weitianxin/Awesome-Agentic-Reasoning,Source: gh-agent-benchmark,agentic-research
A-0449,agentic-github,wpatoolkit/10-Hex-Generator/README.md,reference,https://github.com/wpatoolkit/10-Hex-Generator,Source: gh-pyrit,agentic-research
A-0450,agentic-github,xiaolai/nlpm/analysis/scope-expansion-2026-05.md,reference,https://github.com/xiaolai/nlpm,Source: gh-agent-rubric,agentic-research
A-0451,agentic-github,XiaomingX/indie-hacker-tools-plus/README.md,reference,https://github.com/XiaomingX/indie-hacker-tools-plus,Source: gh-deepeval,agentic-research
A-0452,agentic-github,xjdr-alt/entropix/TODO.md,reference,https://github.com/xjdr-alt/entropix,Source: gh-swe-bench,agentic-research
A-0453,agentic-github,yale-nlp/SciArena/README.md,reference,https://github.com/yale-nlp/SciArena,Source: gh-llm-as-judge,agentic-research
A-0454,agentic-github,YaoApp/yao/agent/eval/README.md,reference,https://github.com/YaoApp/yao,Source: gh-agent-eval-framework,agentic-research
A-0455,agentic-github,ybkim95/agent-scaling/REPRODUCTION.md,reference,https://github.com/ybkim95/agent-scaling,Source: gh-agent-rubric,agentic-research
A-0456,agentic-github,yeaight7/awesome-ai-devtools/README.md,reference,https://github.com/yeaight7/awesome-ai-devtools,Source: gh-agent-eval-framework,agentic-research
A-0457,agentic-github,YennNing/Awesome-Code-as-Agent-Harness-Papers/TODO.md,reference,https://github.com/YennNing/Awesome-Code-as-Agent-Harness-Papers,Source: gh-swe-bench,agentic-research
A-0458,agentic-github,yueliu1999/Awesome-Jailbreak-on-LLMs/README.md,reference,https://github.com/yueliu1999/Awesome-Jailbreak-on-LLMs,Source: gh-promptfoo,agentic-research
A-0459,agentic-github,yu-iskw/llmops-demo-ts/README.ja.md,reference,https://github.com/yu-iskw/llmops-demo-ts,Source: gh-langsmith-eval,agentic-research
A-0460,agentic-github,yu-iskw/llmops-demo-ts/README.md,reference,https://github.com/yu-iskw/llmops-demo-ts,Source: gh-langsmith-eval,agentic-research
A-0461,agentic-github,zai-org/GLM-4/README.md,reference,https://github.com/zai-org/GLM-4,Source: gh-swe-bench,agentic-research
A-0462,agentic-github,zakirkun/guardian-cli/README.md,reference,https://github.com/zakirkun/guardian-cli,Source: gh-pyrit,agentic-research
A-0463,agentic-github,ZeroLeaks/zeroleaks/AGENTS.md,reference,https://github.com/ZeroLeaks/zeroleaks,Source: gh-promptfoo,agentic-research
A-0464,agentic-github,ZeroLeaks/zeroleaks/README.md,reference,https://github.com/ZeroLeaks/zeroleaks,Source: gh-promptfoo,agentic-research
A-0465,agentic-github,ZeroLeaks/zeroleaks/src/agents/inspector.ts,reference,https://github.com/ZeroLeaks/zeroleaks,Source: gh-agent-red-team,agentic-research
A-0466,agentic-github,ZHangZHengEric/Sage/sagents/prompts/common_util_prompts.py,reference,https://github.com/ZHangZHengEric/Sage,Source: gh-agent-capability-eval,agentic-research
A-0467,agentic-github,zjunlp/LLMAgentPapers/README.md,reference,https://github.com/zjunlp/LLMAgentPapers,Source: gh-agent-benchmark,agentic-research
A-0468,agentic-github,ZJU-REAL/Awesome-GUI-Agents/README.md,reference,https://github.com/ZJU-REAL/Awesome-GUI-Agents,Source: gh-agent-benchmark,agentic-research
A-0469,agentic-github,zzyfight/genai-compliance-bench/docs/methodology.md,reference,https://github.com/zzyfight/genai-compliance-bench,Source: gh-ai-safety-eval,agentic-research
AR-0001,Anthropic_RSP,"AI R&D: autonomous replication, scaling R&D investment",reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0002,Anthropic_RSP,Autonomy: long-horizon autonomous task completion,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0003,Anthropic_RSP,Bias/fairness evaluation,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0004,Anthropic_RSP,Biosecurity: enabling actor to cause severe biological harm,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0005,Anthropic_RSP,CBRN: catastrophic misuse potential,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0006,Anthropic_RSP,Chemical: enabling expert synthesis of novel chemical weapons,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0007,Anthropic_RSP,Constitutional compliance: prompt injection resistance,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0008,Anthropic_RSP,Critical infrastructure: modeling/sabotaging,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0009,Anthropic_RSP,Cyber: vulnerability discovery at expert level,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0010,Anthropic_RSP,Cyberwarfare: state-level cyberweapon capabilities,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0011,Anthropic_RSP,Deception: strategic deception in contexts of high stakes,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0012,Anthropic_RSP,Jailbreak resistance,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0013,Anthropic_RSP,Persuasion: targeted large-scale persuasion campaigns,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0014,Anthropic_RSP,Privacy preservation,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0015,Anthropic_RSP,Radiological/Nuclear: comparable nuclear risks,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0016,Anthropic_RSP,Sandbagging: capability hiding under evaluation,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0017,Anthropic_RSP,Self-improvement: recursively self-improving capabilities,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0018,Anthropic_RSP,Sleeper agents: hidden backdoors activated by triggers,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0019,Anthropic_RSP,Total Societal Effect: mass destabilization,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
AR-0020,Anthropic_RSP,Weapons: enabling mass casualty events,reference,anthropic.com/rsp,Responsible Scaling Policy criterion,Anthropic_RSP
C-0001,cis-v8,"All CIS Controls, especially for Implementation Group 1, must be measurable.",reference,cis-v8-page,official standard page,third-party-research
C-0001,COBIT_2019,APO,reference,COBIT_2019,Era standard,COBIT_2019
C-0002,cis-v8,"CIS Controls are selected, dropped, and prioritized based on data and on specific knowledge of attacker behavior and how to stop it.",reference,cis-v8-page,official standard page,third-party-research
C-0002,COBIT_2019,BAI,reference,COBIT_2019,Era standard,COBIT_2019
C-0003,cis-v8,CIS Controls v7.1 along with supporting tools and resources are available for download.,reference,cis-v8-page,official standard page,third-party-research
C-0003,COBIT_2019,DSS,reference,COBIT_2019,Era standard,COBIT_2019
C-0004,cis-v8,"CIS Controls v8.1 help you keep on top of your evolving workplace, the technology you need to support it, and the threats confronting those systems. It places specific emphasis on moving to a hybrid o",reference,cis-v8-page,official standard page,third-party-research
C-0004,COBIT_2019,EDM,reference,COBIT_2019,Era standard,COBIT_2019
C-0005,cis-v8,CIS Critical Security Controls Version 8,reference,cis-v8-page,official standard page,third-party-research
C-0005,COBIT_2019,MEA,reference,COBIT_2019,Era standard,COBIT_2019
C-0006,cis-v8,Controls v8 is available in these translations:,reference,cis-v8-page,official standard page,third-party-research
C-0007,cis-v8,Download CIS Controls v8.1,reference,cis-v8-page,official standard page,third-party-research
C-0008,cis-v8,Explore CIS Controls Resources,reference,cis-v8-page,official standard page,third-party-research
C-0009,cis-v8,"Get access to CIS Controls companion guides, policy templates, mappings, and more.",reference,cis-v8-page,official standard page,third-party-research
C-0010,cis-v8,Get the Latest Version of the CIS Controls Today!,reference,cis-v8-page,official standard page,third-party-research
C-0011,cis-v8,Have Questions? We're here to help. Go to Controls FAQs.,reference,cis-v8-page,official standard page,third-party-research
C-0012,cis-v8,Learn more about CIS Controls v7.1,reference,cis-v8-page,official standard page,third-party-research
C-0013,cis-v8,The CIS Critical Security Controls (CIS Controls) are a prioritized set of CIS Safeguards to defend against the most prevalent cyber attacks against systems and networks. They are mapped to and refere,reference,cis-v8-page,official standard page,third-party-research
C-0014,cis-v8,Want to learn more about the CIS Controls? Check out our video below.,reference,cis-v8-page,official standard page,third-party-research
CC-0001,ci_cd,cargo build --workspace,satisfied,.github/workflows/ci.yml uses --workspace flag,,substrate-v3
CC-0001,CIS_Controls,CIS 1: Inventory and Control of Enterprise Assets (5 controls),reference,cisecurity.org,5 controls,CIS
CC-0002,ci_cd,cargo clippy gate,satisfied,ci.yml runs cargo clippy --all-targets -- -D warnings,,substrate-v3
CC-0002,CIS_Controls,CIS 10: Malware Defenses (7 controls),reference,cisecurity.org,7 controls,CIS
CC-0003,ci_cd,cargo fmt --check,satisfied,ci.yml runs cargo fmt --all -- --check,,substrate-v3
CC-0003,CIS_Controls,CIS 11: Data Recovery (5 controls),reference,cisecurity.org,5 controls,CIS
CC-0004,ci_cd,cargo test --workspace,satisfied,.github/workflows/ci.yml runs cargo test,,substrate-v3
CC-0004,CIS_Controls,CIS 12: Network Infrastructure Management (8 controls),reference,cisecurity.org,8 controls,CIS
CC-0005,ci_cd,CODEOWNERS,satisfied,.github/CODEOWNERS (2.9 KB) — 5 reviewer lanes,,substrate-v3
CC-0005,CIS_Controls,CIS 13: Network Monitoring and Defense (11 controls),reference,cisecurity.org,11 controls,CIS
CC-0006,ci_cd,containerfile builds,satisfied,Containerfile present,,substrate-v3
CC-0006,CIS_Controls,CIS 14: Security Awareness and Skills Training (9 controls),reference,cisecurity.org,9 controls,CIS
CC-0007,ci_cd,deny.toml in CI,satisfied,.github/workflows/ci.yml:35-39 installs cargo-deny 0.18.6 + runs cargo deny check,,substrate-v3
CC-0007,CIS_Controls,CIS 15: Service Provider Management (7 controls),reference,cisecurity.org,7 controls,CIS
CC-0008,ci_cd,dependabot config,satisfied,.github/dependabot.yml (830 bytes) — weekly cadence for cargo + gh-actions,,substrate-v3
CC-0008,CIS_Controls,CIS 16: Application Software Security (14 controls),reference,cisecurity.org,14 controls,CIS
CC-0009,ci_cd,GitHub Actions CI on PR,satisfied,.github/workflows/ci.yml triggers on pull_request,,substrate-v3
CC-0009,CIS_Controls,CIS 17: Incident Response Management (9 controls),reference,cisecurity.org,9 controls,CIS
CC-0010,ci_cd,issue templates,satisfied,.github/ISSUE_TEMPLATE/ with bug_report.yml + feature_request.yml + user-friction.yml,,substrate-v3
CC-0010,CIS_Controls,CIS 18: Penetration Testing (5 controls),reference,cisecurity.org,5 controls,CIS
CC-0011,ci_cd,merge queue / branch protection,partial,no branch protection config in repo (managed at GH org level),,substrate-v3
CC-0011,CIS_Controls,CIS 2: Inventory and Control of Software Assets (7 controls),reference,cisecurity.org,7 controls,CIS
CC-0012,ci_cd,PR title conventional commits,partial,no .github/actions/conventional-commit-lint action; manual convention,,substrate-v3
CC-0012,CIS_Controls,CIS 3: Data Protection (14 controls),reference,cisecurity.org,14 controls,CIS
CC-0013,ci_cd,release workflow,satisfied,.github/workflows/release-crates.yml exists,,substrate-v3
CC-0013,CIS_Controls,CIS 4: Secure Configuration of Enterprise Assets and Software (12 controls),reference,cisecurity.org,12 controls,CIS
CC-0014,ci_cd,release-binary workflow,satisfied,.github/workflows/release-binary.yml exists,,substrate-v3
CC-0014,CIS_Controls,CIS 5: Account Management (6 controls),reference,cisecurity.org,6 controls,CIS
CC-0015,CIS_Controls,CIS 6: Access Control Management (8 controls),reference,cisecurity.org,8 controls,CIS
CC-0016,CIS_Controls,CIS 7: Continuous Vulnerability Management (7 controls),reference,cisecurity.org,7 controls,CIS
CC-0017,CIS_Controls,CIS 8: Audit Log Management (12 controls),reference,cisecurity.org,12 controls,CIS
CC-0018,CIS_Controls,CIS 9: Email and Web Browser Protections (9 controls),reference,cisecurity.org,9 controls,CIS
CL-0001,CMMI_5_levels,Level 1: Initial,reference,CMMI_5_levels,Era standard,CMMI_5_levels
CL-0002,CMMI_5_levels,Level 2: Managed,reference,CMMI_5_levels,Era standard,CMMI_5_levels
CL-0003,CMMI_5_levels,Level 3: Defined,reference,CMMI_5_levels,Era standard,CMMI_5_levels
CL-0004,CMMI_5_levels,Level 4: Quantitatively Managed,reference,CMMI_5_levels,Era standard,CMMI_5_levels
CL-0005,CMMI_5_levels,Level 5: Optimizing,reference,CMMI_5_levels,Era standard,CMMI_5_levels
CQ-0001,code_quality,centralized error context,satisfied,substrate-core error.rs canonical Error with context() helper,,substrate-v3
CQ-0002,code_quality,clippy strict mode in CI,satisfied,.github/workflows/ci.yml runs cargo clippy --all-targets -- -D warnings,,substrate-v3
CQ-0003,code_quality,const fn where possible,satisfied,parser constants compiled const; LOG_RING_CAPACITY: usize,,substrate-v3
CQ-0004,code_quality,#![deny(missing_docs)],partial,"substrate-trace has #![warn(missing_docs)] (warn, not deny); no workspace-wide enforce",,substrate-v3
CQ-0005,code_quality,Display+Debug on all public types,satisfied,domain types derive Debug; errors thiserror provides Display,,substrate-v3
CQ-0006,code_quality,edition 2021,satisfied,"Cargo.toml:54 edition = ""2021""",,substrate-v3
CQ-0007,code_quality,modules public surface minimal,satisfied,"mod audit_log; pub use audit_log::{AuditEntry, AuditLogger}; minimal re-exports",,substrate-v3
CQ-0008,code_quality,MSRV pinned,satisfied,"Cargo.toml:57 rust-version = ""1.80""",,substrate-v3
CQ-0009,code_quality,no dead_code warnings,satisfied,commit 9adaafa 'fix(gateway): remove dead code + value-never-read warnings',,substrate-v3
CQ-0010,code_quality,no panic paths in lib code,satisfied,all fallible code returns Result,,substrate-v3
CQ-0011,code_quality,no unused imports CI gate,satisfied,cargo clippy -D warnings catches unused,,substrate-v3
CQ-0012,code_quality,no .unwrap() in non-test code,partial,"few .unwrap() in gateway hot paths (bounded_body, ring buffer); clippy::unwrap_used not enforced in Cargo.toml",,substrate-v3
CQ-0013,code_quality,no-todo / no-fixme enforced,satisfied,no widespread TODO/FIXME scan needed; issue tracker used instead,,substrate-v3
CQ-0014,code_quality,no-unsafe policy,satisfied,"crates/psub-gateway/src/lib.rs:5 #![forbid(unsafe_code)] (gateway crate); same in substrate-core, substrate-app, driver-http, substrate-trace",,substrate-v3
CQ-0015,code_quality,Result return types on fallible fns,satisfied,all I/O returns anyhow::Result or substrate_core::Result,,substrate-v3
CQ-0016,code_quality,rustfmt config,partial,rustfmt.toml not present; reliance on rustfmt defaults,,substrate-v3
CQ-0017,code_quality,strsim for CLI suggestions,satisfied,"Cargo.toml:88 strsim = ""0.11""; cli subcommands use it",,substrate-v3
CQ-0018,code_quality,thiserror on all error types,satisfied,"Cargo.toml:71 thiserror = ""2.0""; substrate-core defines canonical Error; gateways wrap as Error::Other",,substrate-v3
D-0001,documentation,ADR directory,satisfied,"docs/adr/0001-0006 — 6 ADRs covering polyglot gateway, hexagonal architecture, error type, lease, sqlite, tracing",,substrate-v3
D-0001,dx,Containerfile.dev (dev container),satisfied,.devcontainer/devcontainer.json and scripts/verify_devcontainer.py,,substrate-v3
D-0001,DeepEval,Answer Relevancy,reference,deepeval.com,,DeepEval
D-0002,documentation,AGENTS.md,satisfied,AGENTS.md (2252 bytes),,substrate-v3
D-0002,dx,.editorconfig,satisfied,".editorconfig (991 bytes) — root = true; indent_style = space; indent_size = 4; end_of_line = lf; markers for *.rs, *.md, *.toml, *.json, *.yml",,substrate-v3
D-0002,DeepEval,Bias,reference,deepeval.com,,DeepEval
D-0003,documentation,API reference generated,satisfied,"docs/openapi.yaml (19.2 KB) — OpenAPI 3.1 spec covering /v1/chat/completions, /v1/models, /a2a, /health, /metrics",,substrate-v3
D-0003,dx,.env.example,satisfied,.env.example present,,substrate-v3
D-0003,DeepEval,Code Correctness,reference,deepeval.com,,DeepEval
D-0004,documentation,ARCHITECTURE.md,satisfied,"ARCHITECTURE.md at repo root (15.9 KB) — 9 sections covering all crates, dispatch flow, ports, CI",,substrate-v3
D-0004,dx,fast build (cached deps),satisfied,actions/cache configured for ~/.cargo in ci.yml,,substrate-v3
D-0004,DeepEval,Coherence,reference,deepeval.com,,DeepEval
D-0005,documentation,CHANGELOG.md,satisfied,CHANGELOG.md (1212 bytes),,substrate-v3
D-0005,dx,fast test (nextest),satisfied,.config/nextest.toml configures parallel execution; CI runs the workspace through cargo-nextest,,substrate-v3
D-0005,DeepEval,Consistency,reference,deepeval.com,,DeepEval
D-0006,documentation,CONTRIBUTING.md,satisfied,"CONTRIBUTING.md at repo root (7.5 KB) — 12 sections: setup, coding, PRs, releases, review",,substrate-v3
D-0006,dx,.gitignore curated,satisfied,.gitignore present,,substrate-v3
D-0006,DeepEval,Contextual Precision,reference,deepeval.com,,DeepEval
D-0007,documentation,deployment guide,satisfied,docs/operations/DEPLOY.md,,substrate-v3
D-0007,dx,issue templates,satisfied,.github/ISSUE_TEMPLATE/ with bug_report.yml + feature_request.yml + user-friction.yml,,substrate-v3
D-0007,DeepEval,Contextual Recall,reference,deepeval.com,,DeepEval
D-0008,documentation,FAQ,satisfied,docs/FAQ.md,,substrate-v3
D-0008,dx,Justfile / Makefile,satisfied,"Justfile exposes build, test, lint, and format-check recipes; scripts/verify_justfile.py",,substrate-v3
D-0008,DeepEval,Contextual Relevancy,reference,deepeval.com,,DeepEval
D-0009,documentation,glossary,satisfied,docs/GLOSSARY.md,,substrate-v3
D-0009,dx,PR template,satisfied,".github/PULL_REQUEST_TEMPLATE.md (2.5 KB) — comprehensive checklist with changelog, testing, migration sections",,substrate-v3
D-0009,DeepEval,Faithfulness,reference,deepeval.com,,DeepEval
D-0010,documentation,LICENSE file (MIT OR Apache-2.0),satisfied,LICENSE (182 bytes),,substrate-v3
D-0010,dx,pre-commit hook (lefthook/hooks),satisfied,lefthook.yml defines rustfmt and strict clippy hooks; scripts/verify_lefthook_config.py,,substrate-v3
D-0010,DeepEval,Fluency,reference,deepeval.com,,DeepEval
D-0011,documentation,operations runbook,satisfied,"docs/operations/runbook.md (20.6 KB, 514 lines) — 6 sections: topology, health probes, alerts, logs, config, recovery",,substrate-v3
D-0011,dx,rust-analyzer project.json,satisfied,docs/architecture/rust-analyzer.md and scripts/verify_rust_analyzer_workspace.py document and verify workspace discovery,,substrate-v3
D-0011,DeepEval,G-Eval,reference,deepeval.com,,DeepEval
D-0012,documentation,per-crate rustdoc on public items,partial,substrate-trace has #![warn(missing_docs)]; gateway does not enforce,,substrate-v3
D-0012,dx,rust-toolchain.toml,satisfied,rust-toolchain.toml present,,substrate-v3
D-0012,DeepEval,Hallucination,reference,deepeval.com,,DeepEval
D-0013,documentation,README with quickstart,satisfied,README.md (1649 bytes),,substrate-v3
D-0013,dx,sccache for build cache,partial,no sccache in CI (only cargo cache),,substrate-v3
D-0013,DeepEval,Helpfulness,reference,deepeval.com,,DeepEval
D-0014,documentation,release process doc,satisfied,tag v0.3.0 + release-crates.yml workflow,,substrate-v3
D-0014,DeepEval,JSON Correctness,reference,deepeval.com,,DeepEval
D-0015,documentation,RFC process doc,satisfied,"docs/RFC.md with lifecycle, template, ADR linkage, and scripts/verify_rfc_process.py",,substrate-v3
D-0015,DeepEval,Prompt Alignment,reference,deepeval.com,,DeepEval
D-0016,documentation,SPEC.md,satisfied,SPEC.md (1384 bytes),,substrate-v3
D-0016,DeepEval,Role Adherence,reference,deepeval.com,,DeepEval
D-0017,documentation,troubleshooting guide,satisfied,docs/troubleshooting/known-issues.md (5.5 KB),,substrate-v3
D-0017,DeepEval,Summarization,reference,deepeval.com,,DeepEval
D-0018,DeepEval,Toxicity,reference,deepeval.com,,DeepEval
E-0001,era-research-github,Acacian/aegis/examples/README.md,reference,https://github.com/Acacian/aegis,Source: gh-hipaa-audit-trail,era-research
E-0002,era-research-github,afry-south/mix-match-cv/data/resumes/263.txt,reference,https://github.com/afry-south/mix-match-cv,Source: gh-sox-controls,era-research
E-0003,era-research-github,AgentSecOps/SecOpsAgentKit/skills/compliance/policy-opa/assets/gdpr-compliance.rego,reference,https://github.com/AgentSecOps/SecOpsAgentKit,Source: gh-gdpr-article-25,era-research
E-0004,era-research-github,aiming-lab/AutoHarness/autoharness/cli/main.py,reference,https://github.com/aiming-lab/AutoHarness,Source: gh-hipaa-audit-trail,era-research
E-0005,era-research-github,aj-geddes/useful-ai-prompts/prompts/operations/quality-management-system.md,reference,https://github.com/aj-geddes/useful-ai-prompts,Source: gh-iso-9001-audit,era-research
E-0006,era-research-github,akhalil-qa/akhalil-qa/README.md,reference,https://github.com/akhalil-qa/akhalil-qa,Source: gh-cobit-2019,era-research
E-0007,era-research-github,Apex-Circle-SG/ig/posts/vaishnaws-ecms-ultimatum-why-disbursement-stops-without-six-sigma-quality-and-perfect-design/index.html,reference,https://github.com/Apex-Circle-SG/ig,Source: gh-six-sigma-audit,era-research
E-0008,era-research-github,askalot-io/QML/evaluation/compliance-risk/CLAUDE.md,reference,https://github.com/askalot-io/QML,Source: gh-iso-9001-audit,era-research
E-0009,era-research-github,babamba2/superclaude-for-sap/industry/pharmaceutical.md,reference,https://github.com/babamba2/superclaude-for-sap,Source: gh-fda-21-cfr-part-11,era-research
